date;budgetYear;description;amountUSD;srcOrganization;srcOrganizationTypes;srcLocations;srcUsageYearStart;srcUsageYearEnd;destPlan;destPlanCode;destPlanId;destOrganization;destOrganizationTypes;destGlobalClusters;destLocations;destProject;destProjectCode;destEmergency;destUsageYearStart;destUsageYearEnd;contributionType;flowType;method;boundary;onBoundary;status;firstReportedDate;decisionDate;keywords;originalAmount;originalCurrency;exchangeRate;id;refCode;createdAt;updatedAt;;
#date;#date+year+budget;#description+notes;#value+funding+total+usd;#org+name+funder;#org+type+funder+list;#country+iso3+funder+list;#date+year+start+funder;#date+year+end+funder;#activity+appeal+name;#activity+appeal+id+external;#activity+appeal+id+fts_internal;#org+name+impl;#org+type+impl+list;#sector+cluster+name+list;#country+iso3+impl+list;#activity+project+name;#activity+project+code;#crisis+name;#date+year+start+impl;#date+year+end+impl;#financial+contribution+type;#financial+contribution+type;#financial+method;#financial+direction;#financial+direction+type;#status+text;#date+reported;#date+decision;#description+keywords;#value+funding+total;#value+funding+total+currency;#financial+fx;#activity+id+fts_internal;#activity+code;#date+created;#date+updated;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Sudan: To eliminate Rubella and prevent congenital Rubella syndrome from Sudan"",8868322,GAVI Alliance,Private Organizations,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Health,SDN,Health Emergency Response with Provision of Quality Life-Saving Health Services to The Children and Mothers in Hot Spot Areas in Sudan 2024,HSDN24-HEA-209463-1,Sudan Complex Emergency 2023,2024,2024,financial,Pass through,Traditional aid,incoming,single,paid,2024-04-07,2023-11-01,,,,,305261,SM230668     SM240109,2024-04-06,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-03-01,2024,Thematic Cross Sectoral - Sudan	Cross-Sectoral (two or more outcome areas)	THM HUMANITAR 2022-2025,10969,UNICEF National Committee/Korea (Republic of),Private Organizations,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Pass through,Traditional aid,incoming,single,paid,2024-04-07,2024-02-23,,,,,305264,SM2299300510,2024-04-07,2024-04-07";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-03-01,2024,""Thematic Cross Sectoral - Sudan	Cross-Sectoral (two or more outcome areas)	THM HUMANITAR 2022-2025";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"--- UNICEF CROATIA"",35854,UNICEF National Committees,Private Organizations,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Protection - Child Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Pass through,Traditional aid,incoming,single,paid,2024-04-07,2024-02-23,,,,,305265,SM2299300509,2024-04-07,2024-04-07";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-03-01,2024,""Thematic Cross Sectoral - Sudan	Cross-Sectoral (two or more outcome areas)	THM HUMANITAR 2022-2025";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"--- International On-line Donations"",10340,Private (individuals & organizations),Private Organizations,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Nutrition,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Pass through,Traditional aid,incoming,single,paid,2024-04-07,2024-01-31,,,,,305267,SM2299300391,2024-04-07,2024-04-07";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-22,2023,Netherlands Contribution to Sudan Humanitarian Fund (SUHF) (SUHF) 2024,5359057,""Netherlands, Government of"",Governments,NLD,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Sudan Humanitarian Fund,Pooled Funds,,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2023-04-26,2023-04-20,,5000000,EUR,0.933,276276,OCT/NLD/2024/31389/OCHA(CBPF-OCHA)/SDN/37331 4000005675,2024-03-01,2024-03-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-22,2023,Sweden (Sida) Contribution to OCHA 2024,768428,""Sweden, Government of"",Governments,SWE,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Office for the Coordination of Humanitarian Affairs,Multilateral Organizations,Coordination and support services,SDN,Strengthening Humanitarian Coordination and Common Services in Sudan,HSDN24-CSS-209392-1,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-04-12,2023-11-16,,8100000,SEK,10.541,305497,OCT/SWE/2024/75883/OCHA(OCHA)/SDN/82830 Amendment 1,2024-04-12,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-02-21,2024,Cross-Sectoral (two or more outcome areas),34794,UNICEF National Committee/Canada,Private Organizations,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Education,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Pass through,Traditional aid,incoming,single,paid,2024-04-08,2024-02-21,,,,,305387,SM2299300373,2024-04-08,2024-04-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-20,2025,Verringerung der Auswirkungen vorhersagbarer Schocks durch die Initiierung  gemeindebasierter vorausschauender humanitärer Hilfe im Sudan,0,""Germany, Government of"",Governments,DEU,2024,2024,,,,Save the Children,NGOs,,SDN,,,,2024,2026,financial,Parked,Traditional aid,incoming,shared,commitment,2024-02-21,2024-02-20,Multiyear,0,EUR,0.933,302138,S07‑321.50/SUD/StC/vhuHi/2023/,2024-02-22,2024-03-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-20,2024,Verringerung der Auswirkungen vorhersagbarer Schocks durch die Initiierung  gemeindebasierter vorausschauender humanitärer Hilfe im Sudan,1875670,""Germany, Government of"",Governments,DEU,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,""Protection,Protection - Child Protection,Protection - Gender-Based Violence,Protection - Mine Action"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-02-21,2024-02-20,Multiyear,1750000,EUR,0.933,302145,S07‑321.50/SUD/StC/vhuHi/2023/,2024-02-22,2024-03-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-16,2024,Emergency and Rehabilitation Activities for Sudan,2100000,""Japan, Government of"",Governments,JPN,2024,2024,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Multi-sector,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2024-03-12,2024-02-05,,,,,302822,,2024-03-13,2024-03-13";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-16,2024,Thematic Cross Sectoral - Sudan	Cross-Sectoral (two or more outcome areas)	THM HUMANITAR 2022-2025,155400,United States Fund for UNICEF,Private Organizations,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Protection - Child Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Pass through,Traditional aid,incoming,single,paid,2024-04-07,2024-01-08,,,,,305266,SM2299300276,2024-04-07,2024-04-07";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-15,2024,Philippines Contribution to OCHA 2024,10000,""Philippines, Government of"",Governments,PHL,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Office for the Coordination of Humanitarian Affairs,Multilateral Organizations,Coordination and support services,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-02-17,2024-02-15,,,,,301973,OCT/PHL/2024/76125/OCHA(OCHA)/SDN/82645 NV-CDS-57-2024,2024-02-17,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-15,2024,Humanitarian support 2024,3794706,""Sweden, Government of"",Governments,SWE,2024,2024,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-03-07,2024-02-15,,40000000,SEK,10.541,302561,Sida contribution nr: 14440,2024-03-08,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-15,2024,""The project will support and enhance the capacity and functionality of the SRCS in the short-term, and as such allow SRCS to fulfil its humanitarian mandate and continue its operations in support of vulnerable people."",660000,""Qatar, Government of"",Governments,QAT,2024,2024,,,,Qatar Red Crescent Society,Red Cross/Red Crescent Organizations,Multi-sector,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-03-03,2024-02-15,,,,,302610,GA/QFFD/QRC/000/2024,2024-03-09,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-15,2024,Alleviating the impact of the crisis on pregnant women and newborns in Sudan,2341900,""Japan, Government of"",Governments,JPN,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Health,SDN,Health Emergency Response with Provision of Quality Life-Saving Health Services to The Children and Mothers in Hot Spot Areas in Sudan 2024,HSDN24-HEA-209463-1,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2024-03-12,2024-01-18,,,,,302771,SM240045		SC/24/011,2024-04-07,2024-04-07";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-02-15,2024,Cross-Sectoral (two or more outcome areas),62545,UNICEF National Committee/Denmark,Private Organizations,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Protection - Child Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Pass through,Traditional aid,incoming,single,paid,2024-04-08,2024-02-15,,420238,DKK,6.719,305389,SM2299300367,2024-04-08,2024-04-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-13,2023,Germany Contribution to Sudan Humanitarian Fund (SUHF) (SUHF) 2024,542299,""Germany, Government of"",Governments,DEU,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Sudan Humanitarian Fund,Pooled Funds,,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2023-05-04,2023-05-02,,500000,EUR,0.911,277009,OCT/DEU/2024/75512/OCHA(CBPF-OCHA)/SDN/81756 AFR/SDN/OCHA/2023/01,2024-02-16,2024-02-23";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-13,2024,Africa Regional Funds,957396,""Norway, Government of"",Governments,NOR,2024,2024,,,,Norwegian Red Cross,Red Cross/Red Crescent Organizations,Protection - Mine Action,""AGO,BFA,CAF,CMR,COD,EGY,ETH,KEN,LBY,MDG,MLI,MOZ,MRT,MWI,NER,NGA,SDN,SOM,SSD,UGA"",,,,2024,2024,financial,Standard,Traditional aid,incoming,shared,paid,2024-04-25,2024-02-13,,10000000,NOK,10.445,307004,QZA-23/0004-6,2024-05-02,2024-05-02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-02-06,2024,Countering Terrorism and Preventing Violent Extremism in the Sahel,2152529,""Japan, Government of"",Governments,JPN,2024,2024,,,,United Nations Office on Drugs and Crime,Multilateral Organizations,Multi-sector,""BFA,MLI,MRT,NER,SDN,SEN,TCD"",,,,2024,2024,financial,Standard,Traditional aid,incoming,shared,paid,2024-03-12,2024-01-05,,,,,302720,,2024-03-12,2024-03-12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-30,2024,""A Project to Rehabilitate Intensive Care, Emergency and Operations Departments in 5 Hospitals in Eastern Sudan"",1293333,""Saudi Arabia (Kingdom of), Government of"",Governments,SAU,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Kafaat Human Development,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2024-01-08,2024-01-30,,4849999,SAR,3.75,298420,2748,2024-01-08,2024-01-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-30,2024,""A project to Rehabilitate Pediatric and Adult Intensive Care, Emergency and Operations Departments in Four Selected States in Sudan	Sudan 	Health"",1293333,""Saudi Arabia (Kingdom of), Government of"",Governments,SAU,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Kafaat Human Development,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2024-01-08,2024-01-30,,4849999,SAR,3.75,298421,2749,2024-01-08,2024-01-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-30,2024,To save lives and alleviate suffering,752036,""Ireland, Government of"",Governments,IRL,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Concern Worldwide,NGOs,Multi-sector,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2024-01-31,2024-01-30,,686609,EUR,0.913,300572,Con CC 2023,2024-02-01,2024-02-01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-01-26,,OCT 76089 [OCT 76089];[FTR_SUD_2024_1000805],3550190,UN Multi-Partner Trust Fund,Pooled Funds,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Sudan Humanitarian Fund,Pooled Funds,,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-01-30,2024-01-26,,,,,300490,[OCT 76089];[FTR_SUD_2024_1000805],2024-01-30,2024-05-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-18,2024,The Safe Birth Project for the most vulnerable women in crisis affected states in Sudan,793233,""Japan, Government of"",Governments,JPN,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Population Fund,Multilateral Organizations,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2024-01-25,2023-12-21,,,,,300373,,2024-01-26,2024-01-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-16,2024,""Restoring Health Facilities and Access to Maternal Health Services in";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Conflict Affected Areas for Populations Affected by the Destruction of the Kakhovka Dam"",350000,""Japan, Government of"",Governments,JPN,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,International Planned Parenthood Federation,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2024-01-25,2023-12-15,,,,,300370,,2024-01-26,2024-01-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-01-16,,Strengthening security and social cohesion in conflict hotspots along migratory routes in Blue Nile - UNDP Administered Donor Joint Trust Fund,625070,UN Multi-Partner Trust Fund,Pooled Funds,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Food Security,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-02-13,2024-01-16,,,,,302598,UNJP/SUD/126/UNJ,2024-03-08,2024-05-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-12,2023,SudanCrisis,47691,""Switzerland, Government of"",Governments,CHE,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,The Humanitarian Forum Sudan,NGOs,Coordination and support services,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2024-01-12,2024-01-12,,39822,CHF,0.835,299330,7F-11330.01,2024-01-16,2024-01-16";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-12,2024,Emergency food assistance - Sudan Crisis 2023,143713,""Switzerland, Government of"",Governments,CHE,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Mercy Corps,NGOs,Food Security,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-01-12,2024-01-12,,120000,CHF,0.835,303463,7F-09804.02,2024-03-23,2024-03-23";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-12,2024,Protection,59790,""Switzerland, Government of"",Governments,CHE,2024,2024,,,,International Council of Voluntary Agencies,NGOs,Protection,""BDI,DJI,ERI,ETH,KEN,SDN,SOM,SSD,UGA"",,,,2024,2024,financial,Standard,Traditional aid,incoming,shared,commitment,2024-01-12,2024-01-12,,49925,CHF,0.835,303594,7F-10012.01,2024-03-24,2024-03-24";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-12,2024,""Protection,"",2395210,""Switzerland, Government of"",Governments,CHE,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Norwegian Refugee Council,NGOs,Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-01-12,2024-01-12,,2000000,CHF,0.835,304370,7F-10283.05,2024-03-28,2024-03-28";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-12,2024,Basic life skills for youth,1197605,""Switzerland, Government of"",Governments,CHE,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,World Food Programme,Multilateral Organizations,Food Security,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-01-12,2024-01-12,,1000000,CHF,0.835,304371,7F-10283.05,2024-03-28,2024-03-28";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-01-11,2024,Cross-Sectoral (two or more outcome areas),18500,UNICEF National Committee/Switzerland,Private Organizations,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Water Sanitation Hygiene,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Pass through,Traditional aid,incoming,single,paid,2024-04-08,2024-01-11,,,,,305388,SM2299300492,2024-04-08,2024-04-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-02,2024,""Réponse inclusive aux besoins en matière de réadaptation physique, de santé mentale et psychosociale des personnes touchées par le conflit au Soudan."",887902,""France, Government of"",Governments,FRA,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Handicap International - Humanity & Inclusion,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-01-03,2024-01-02,,800000,EUR,0.901,298132,2023-375,2024-01-04,2024-01-04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2024-01-01,,Strengthening UNHCR-FAO Partnership to enhance Economic Inclusion of Refugees in Agriculture,92878,United Nations High Commissioner for Refugees,Multilateral Organizations,,2024,2024,,,,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Agriculture,""BDI,DJI,ERI,ETH,KEN,RWA,SDN,SOM,SSD,TZA,UGA"",,,,2024,2024,financial,Standard,Traditional aid,incoming,shared,commitment,2024-01-03,2024-01-01,,,,,299963,UNJP/SFE/015/HCR,2024-01-19,2024-01-19";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-28,2023,""Fournir une réponse d'urgence intégrée pour soutenir les populations vulnérables touchées par le conflit par le biais d'une aide en abris et en assistance alimentaire au White Nile, au Soudan"",0,""France, Government of"",Governments,FRA,2023,2023,,,,Agency for Technical Cooperation and Development,NGOs,Food Security,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-12-29,2023-12-28,Multiyear,0,EUR,0.927,297869,2023-232,2023-12-30,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-27,2023,""Réponse d’urgence en matière de protection et de sécurité alimentaire pour les communautés touchées par le conflit à Genina, dans le Darfour occidental au Soudan"",0,""France, Government of"",Governments,FRA,2023,2023,,,,Norwegian Refugee Council,NGOs,Food Security,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-12-28,2023-12-27,Multiyear,0,EUR,0.927,297750,2023-369,2023-12-29,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-24,2024,Agriculture and livelihoods support for vulnerable population in Sudan.,5000000,""Qatar, Government of"",Governments,QAT,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Food Security,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,commitment,2024-02-05,2023-12-24,,,,,300718,OSRO/SUD/121/QAT,2024-02-05,2024-02-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-22,2023,Estonia Contribution to OCHA 2024,107875,""Estonia, Government of"",Governments,EST,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Office for the Coordination of Humanitarian Affairs,Multilateral Organizations,Coordination and support services,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2023-12-28,2023-12-18,,100000,EUR,0.927,297689,OCT/EST/2024/76024/OCHA(OCHA)/SDN/82425 12-1/7931,2024-02-16,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-20,2023,Top-up Sahel 2023 - Annual programme 2023,89942,""Denmark, Government of"",Governments,DNK,2023,2023,,,,Save the Children,NGOs,Protection - Child Protection,""MLI,MRT,NER,SDN,TCD"",,,,2023,2025,financial,Standard,Traditional aid,incoming,shared,commitment,2023-12-21,2023-12-20,Multiyear,621500,DKK,6.91,297283,23/00652,2023-12-22,2023-12-29";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-20,2023,To save lives and alleviate suffering,2157497,""Ireland, Government of"",Governments,IRL,2023,2023,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Protection,SDN,,,Sudan Complex Emergency 2023,2023,2024,financial,Standard,Traditional aid,incoming,shared,commitment,2023-12-21,2023-12-20,Multiyear,2000000,EUR,0.927,297346,unhcr 2023,2023-12-22,2023-12-22";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-20,2023,Annual Programme 2023,14711,""Denmark, Government of"",Governments,DNK,2023,2023,,,,Save the Children,NGOs,Other,SDN,,,Sudan Complex Emergency 2023,2023,2025,financial,Standard,Traditional aid,incoming,shared,commitment,2023-12-21,2023-12-20,Multiyear,101650,DKK,6.91,297393,23/00652,2023-12-22,2023-12-22";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-18,2023,To save lives and alleviate suffering,97087,""Ireland, Government of"",Governments,IRL,2023,2023,,,,Plan International,NGOs,Food Security,SDN,,,Sudan Complex Emergency 2023,2023,2024,financial,Standard,Traditional aid,incoming,shared,commitment,2023-12-19,2023-12-18,Multiyear,90000,EUR,0.927,297020,Plan ACS 2023,2023-12-20,2023-12-20";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-18,,Emergency Seed Distribution to Vulnerable Farming Households in White Nile State,516093,""Ireland, Government of"",Governments,IRL,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Food Security,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-01-18,2023-12-18,,465000,EUR,0.901,299758,,2024-01-18,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-18,,Emergency Food Security and Nutrition Support to Vulnerable Refugees and Host Communities in White Nile State,516093,""Ireland, Government of"",Governments,IRL,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Food Security,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-01-18,2023-12-18,,465000,EUR,0.901,299962,,2024-01-19,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-15,2023,Extra-ordinary contribution of DKK 20 million from the Government of Denmark to UNHCR’s Regional Response Plan for the Sudan situation,2894356,""Denmark, Government of"",Governments,DNK,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-01-03,2023-12-15,,20000000,DKK,6.91,298183,23/32566,2024-01-04,2024-01-04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-15,,""Sudan HRP Announced April 15th 2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"USAID / BHA"",76978621,""United States of America, Government of"",Governments,USA,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,World Food Programme,Multilateral Organizations,Food Security,SDN,FOOD CRISIS RESPONSE FOR PEOPLE AFFECTED BY CONFLICT IN SUDAN,HSDN24-FSC-209219-1,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,commitment,2024-04-17,2023-12-15,USAID/BHA,,,,306135,720BHA24IO00023,2024-04-18,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-13,,""Sudan HRP Announced April 15th 2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"USAID / BHA"",11000000,""United States of America, Government of"",Governments,USA,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Nutrition,SDN,UNICEF: Lifesaving nutrition preventive and curative interventions targeting most vulnerable population across Sudan,HSDN24-NUT-209282-1,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,commitment,2024-04-17,2023-12-15,USAID/BHA,,,,306137,720BHA24IO00024,2024-04-18,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-13,,""Sudan HRP Announced April 15th 2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Humanitarian Coordination, Info Management & Assessments;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"USAID / BHA"",500000,""United States of America, Government of"",Governments,USA,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,International NGOs (Confidential),NGOs,Coordination and support services,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,commitment,2024-04-17,2023-12-15,USAID/BHA,,,,306139,720BHA24GR00069,2024-04-18,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-13,,""Sudan HRP Announced April 15th 2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
