date;budgetYear;description;amountUSD;srcOrganization;srcOrganizationTypes;srcLocations;srcUsageYearStart;srcUsageYearEnd;destPlan;destPlanCode;destPlanId;destOrganization;destOrganizationTypes;destGlobalClusters;destLocations;destProject;destProjectCode;destEmergency;destUsageYearStart;destUsageYearEnd;contributionType;flowType;method;boundary;onBoundary;status;firstReportedDate;decisionDate;keywords;originalAmount;originalCurrency;exchangeRate;id;refCode;createdAt;updatedAt;;
#date;#date+year+budget;#description+notes;#value+funding+total+usd;#org+name+funder;#org+type+funder+list;#country+iso3+funder+list;#date+year+start+funder;#date+year+end+funder;#activity+appeal+name;#activity+appeal+id+external;#activity+appeal+id+fts_internal;#org+name+impl;#org+type+impl+list;#sector+cluster+name+list;#country+iso3+impl+list;#activity+project+name;#activity+project+code;#crisis+name;#date+year+start+impl;#date+year+end+impl;#financial+contribution+type;#financial+contribution+type;#financial+method;#financial+direction;#financial+direction+type;#status+text;#date+reported;#date+decision;#description+keywords;#value+funding+total;#value+funding+total+currency;#financial+fx;#activity+id+fts_internal;#activity+code;#date+created;#date+updated;;
"2023-05-25,2023,""Enhancing Humanitarian Access and Protection of Civilians While Engaging Armed Actors, Civil Society Organisations and Community Leaders Across East Africa"",763359,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,""ACT Alliance / Diakonia, Sweden"",NGOs,Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-08-09,2023-05-25,Multiyear,700000,EUR,0.917,285754,ECHO/-HF/BUD/2023/91055,2023-08-10,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-05-17,2023,Sudan - Food & Nutrition Assistance to Severely Food-Insecure Populations - 2023,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,World Food Programme,Multilateral Organizations,Food Security,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-08-09,2023-05-17,Multiyear,0,EUR,0.9183,285724,ECHO/-HF/BUD/2023/91050,2023-09-20,2024-04-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-05-17,2023,Contribution to IFRC appeal n°MDRSD033 in response to the conflict in Sudan.,381679,""Luxembourg, Government of"",Governments,LUX,2023,2023,,,,International Federation of Red Cross and Red Crescent Societies,Red Cross/Red Crescent Organizations,,SDN,,,Sudan Complex Emergency 2023,2023,2024,financial,Standard,Traditional aid,incoming,shared,commitment,2024-01-24,2023-05-17,Multiyear,350000,EUR,0.917,300318,AH/FICR/2023/0004,2024-01-25,2024-01-25";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-05-11,2023,Canada Contribution to Sudan Humanitarian Fund (SUHF) (SUHF) 2024,2567865,""Canada, Government of"",Governments,CAN,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Sudan Humanitarian Fund,Pooled Funds,,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-05-18,2023-05-11,,3500000,CAD,1.373,278095,OCT/CAN/2024/75530/OCHA(CBPF-OCHA)/SDN/81785 Project no.: P012217 Arrangement no.: 7450003,2024-02-16,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-05-10,2023,""Multisector emergency assistance to crisis affected IDP, refugee and host communities in Sudan, West Darfur, South Kordofan and Gedaref)."",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,Danish Refugee Council,NGOs,Multi-sector,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-05-11,2023-05-10,Multiyear,0,EUR,0.909,277591,ECHO/-HF/BUD/2023/91044,2023-05-16,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-05-10,2023,""Multisector emergency assistance to crisis affected IDP, refugee and host communities in Sudan, West Darfur, South Kordofan and Gedaref)."",577558,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Danish Refugee Council,NGOs,Multi-sector,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-05-11,2023-05-10,Multiyear,525000,EUR,0.909,277605,ECHO/-HF/BUD/2023/91044,2023-05-12,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-05-09,2023,Strengthen GBV prevention mechanism,902394,""United States of America, Government of"",Governments,USA,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Population Fund,Multilateral Organizations,Protection - Gender-Based Violence,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-05-09,2023-05-01,USAID/BHA,,,,295102,720BHA23IO00121,2023-11-24,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-05-09,2023,Strengthen GBV prevention mechanism,597606,""United States of America, Government of"",Governments,USA,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Population Fund,Multilateral Organizations,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-05-09,2023-05-01,USAID/BHA,,,,295103,720BHA23IO00121,2023-11-24,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-05-01,2023,Multisector humanitarian response in Sudan,1106195,""Canada, Government of"",Governments,CAN,2023,2023,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Multi-sector,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Cash transfer programming (CTP),incoming,single,paid,2023-04-28,2023-03-08,,1500000,CAD,1.356,276935,P012210001,2023-05-03,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-05-01,2023,Multisector humanitarian response in Africa MC,3687316,""Canada, Government of"",Governments,CAN,2023,2023,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Protection,""MDG,MOZ,MRT,MWI,NER,NGA,SDN,SLE,SSD,ZAF"",,,,2024,2024,financial,Parked,Traditional aid,incoming,shared,paid,2023-04-28,2023-03-08,,5000000,CAD,1.356,276977,P012515001,2023-05-03,2024-04-15";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-04-18,2023,""Multisector emergency assistance to crisis affected IDP, refugee and host communities in Sudan (South Darfur, Central Darfur, West Darfur, Khartoum, South Kordofan and Blue Nile)."",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,International Medical Corps US,NGOs,Multi-sector,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-04-20,2023-04-18,Multiyear,0,EUR,0.911,276031,ECHO/-HF/BUD/2023/91021,2024-02-18,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-04-18,2023,""Multisector emergency assistance to crisis affected IDP, refugee and host communities in Sudan (South Darfur, Central Darfur, West Darfur, South Kordofan and Blue Nile)."",1536773,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,International Medical Corps US,NGOs,""Health,Nutrition,Water Sanitation Hygiene"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-04-20,2023-04-18,Multiyear,1400000,EUR,0.911,277201,ECHO/-HF/BUD/2023/91021,2023-05-07,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-04-18,2023,""LIFE SAVING ASSISTANCE";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Sudan	Nutrition	Improvement of nutritional status and food security of vulnerable households affected by or at risk of malnutrition in Gedraf State, Sudan"",109769,""France, Government of"",Governments,FRA,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Première Urgence Internationale,NGOs,Nutrition,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2023-04-24,2023-04-18,,100000,EUR,0.911,293801,0209-FRA-22-0103020901A10106,2023-11-18,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-04-17,2023,""Integrated Health and Nutrition Response for IDPs, Refugees, and Vulnerable Host Communities in South Kordofan"",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,World Vision International,NGOs,Multi-sector,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-04-24,2023-04-17,Multiyear,0,EUR,0.911,276191,ECHO/-HF/BUD/2023/91024,2023-04-25,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-04-17,2023,""Integrated Health and Nutrition Response for IDPs, Refugees, and Vulnerable Host Communities in South Kordofan"",274424,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,World Vision International,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-04-24,2023-04-17,Multiyear,250000,EUR,0.911,277197,ECHO/-HF/BUD/2023/91024,2023-05-07,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-04-17,2023,Improvement of access to basic nutrition and healthcare services for crisis affected  displaced and host communities in South Kordofan and North Darfur.,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,Alliance for International Medical Action,NGOs,,SDN,,,,2023,2025,financial,Parked,Traditional aid,incoming,shared,commitment,2023-08-09,2023-04-17,Multiyear,0,EUR,0.911,285714,ECHO/-HF/BUD/2023/91025,2023-09-16,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-04-17,2023,Improvement of access to basic nutrition and healthcare services for crisis affected  displaced and host communities in South Kordofan and North Darfur.,4500549,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Alliance for International Medical Action,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-08-09,2023-04-17,Multiyear,4100000,EUR,0.911,285737,ECHO/-HF/BUD/2023/91025,2023-08-10,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-04-14,2023,E-Learning in Emergencies,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,United Nations Children's Fund,Multilateral Organizations,,SDN,,,,2023,2025,financial,Parked,Traditional aid,incoming,shared,commitment,2023-08-09,2023-04-14,Multiyear,0,EUR,0.932,285721,ECHO/-HF/BUD/2023/91023,2023-12-08,2024-04-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-04-13,2023,Integrated humanitarian response to conflict affected population in Blue Nile State in Sudan,1,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,MEDAIR,NGOs,,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-08-09,2023-04-13,Multiyear,1,EUR,0.916,285722,ECHO/-HF/BUD/2023/91022,2024-02-28,2024-03-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-04-13,2023,Integrated humanitarian response to conflict affected population in Blue Nile State in Sudan,272926,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,MEDAIR,NGOs,""Health,Nutrition,Protection"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-08-09,2023-04-13,Multiyear,250000,EUR,0.916,285752,ECHO/-HF/BUD/2023/91022,2023-08-10,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-04-12,2023,""Integrated response to emergency needs in Nutrition, WASH, Health and Protection for recently displaced people and other conflict-affected populations in West and Central Darfur, in Khartoum and in other severely affected areas across Sudan"",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,Triangle Génération Humanitaire,NGOs,,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-08-09,2023-04-12,Multiyear,0,EUR,0.916,285723,ECHO/-HF/BUD/2023/91015,2023-09-20,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-04-12,2023,""Integrated response to emergency needs in Nutrition, WASH, Health and Protection for recently displaced populations and other disaster-affected people in West and Central Darfur"",1500064,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Triangle Génération Humanitaire,NGOs,Nutrition,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-08-09,2023-04-12,Multiyear,1374059,EUR,0.916,285748,ECHO/-HF/BUD/2023/91015,2023-08-10,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-04-11,2023,Provide safe access to quality inclusive primary education for conflict- affected children  and respond to protection needs in schools in North Darfur and South Kordofan.,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,Plan International,NGOs,Education,SDN,,,,2023,2025,financial,Parked,Traditional aid,incoming,shared,commitment,2023-08-09,2023-04-11,Multiyear,0,EUR,0.916,285727,ECHO/-HF/BUD/2023/91019,2023-12-08,2024-04-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-04-11,2023,Provide safe access to quality inclusive primary education for conflict- affected children  and respond to protection needs in schools in North Darfur and South Kordofan.,1091703,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Plan International,NGOs,Education,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Carryover,Traditional aid,incoming,single,commitment,2023-08-09,2023-04-11,Multiyear,1000000,EUR,0.916,285757,ECHO/-HF/BUD/2023/91019,2023-08-10,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-03-30,2023,Canada Contribution to OCHA 2024,254916,""Canada, Government of"",Governments,CAN,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Office for the Coordination of Humanitarian Affairs,Multilateral Organizations,Coordination and support services,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-04-05,2023-03-30,,350000,CAD,1.373,274700,OCT/CAN/2024/75454/OCHA(OCHA)/SDN/81628 Project no.: P012215 Arrangement no: 7448994,2024-02-16,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-03-27,2023,Humanitarian initial allocation 2023,781667,""Sweden, Government of"",Governments,SWE,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Première Urgence Internationale,NGOs,Nutrition,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2023-04-25,2023-03-27,,8343514,SEK,10.674,277098,156334	781667,2023-05-05,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-03-08,,Flexible humanitarian funding from Save the Children International's Humanitarian Fund	 Nutrition,30000,Save the Children,NGOs,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,Nutrition,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-04-20,2023-03-08,,,,,276059,99701207,2023-04-21,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-03-08,,Flexible humanitarian funding from Save the Children International's Humanitarian Fund	 Health,30000,Save the Children,NGOs,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-04-20,2023-03-08,,,,,276060,99701207,2023-04-21,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-03-08,,Flexible humanitarian funding from Save the Children International's Humanitarian Fund	 Protection - Child Protection,30000,Save the Children,NGOs,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,Protection - Child Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-04-20,2023-03-08,,,,,276061,99701207,2023-04-21,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-02-24,2022,""Regional humanitarian project to reduce the vulnerability of crisis-affected people, especially IDPs, returnees and the most vulnerable host communities in Baidoa district, Somalia, and East Darfur state, Sudan, amd Northern Bahr el Ghazal, South Sudan, through emergency Shelter, WASH, Health, Nutrition and Food Security, Cash Transfer and Protection interventions."",0,""Germany, Government of"",Governments,DEU,2022,2024,,,,,,,""SDN,SOM,SSD"",,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-02-24,2023-02-24,Multiyear,0,EUR,,271397,F-PF-2-321.50 AFR 10/22,2023-02-25,2024-03-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-02-24,2024,""Regional humanitarian project to reduce the vulnerability of crisis-affected people, especially IDPs, returnees and the most vulnerable host communities in Baidoa district, Somalia, and East Darfur state, Sudan, amd Northern Bahr el Ghazal, South Sudan, through emergency Shelter, WASH, Health, Nutrition and Food Security, Cash Transfer and Protection interventions."",1123955,""Germany, Government of"",Governments,DEU,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,World Vision International,NGOs,""Emergency Shelter and NFI,Food Security,Health,Nutrition,Protection,Water Sanitation Hygiene"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-02-24,2023-02-24,Multiyear,1048650,EUR,0.933,271405,F-PF-2-321.50 AFR 10/22,2023-02-25,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-01-25,2023,Annual Programme 2023,168988,""Denmark, Government of"",Governments,DNK,2023,2023,,,,Adventist Development and Relief Agency,NGOs,""Food Security,Protection,Water Sanitation Hygiene"",SDN,,,Sudan Complex Emergency 2023,2023,2025,financial,Standard,Traditional aid,incoming,shared,commitment,2023-09-05,2023-01-25,Multiyear,1167370,DKK,6.908,288850,2022 - 2514,2023-09-20,2023-09-21";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-01-24,2023,""MFA, Annual Programme 2023"",813188,""Denmark, Government of"",Governments,DNK,2023,2023,,,,Danish Red Cross,Red Cross/Red Crescent Organizations,,SDN,,,,2023,2025,financial,Standard,Traditional aid,incoming,shared,commitment,2023-09-23,2023-01-24,Multiyear,5617500,DKK,6.908,289342,2022-2523,2023-10-05,2023-10-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-12-02,2022,""Increasing coverage of life-saving essential nutrition services in seven countries in eastern, central and southern Africa"",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,,,,United Nations Children's Fund,Multilateral Organizations,Nutrition,SDN,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-09-23,2022-12-02,""Food aid,Multiyear"",0,EUR,0.986,289352,ECHO/-FA/EDF/2022/01004,2023-09-24,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-11-30,,""Food security	Strengthening the security- Climate Nexus in Gedaref, Sudan"",1,The United Nations Secretary-General's Peacebuilding Fund,Pooled Funds,,2022,2022,,,,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Food Security,SDN,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2022-12-07,2022-11-30,Multiyear,,,,265334,133950,2022-12-19,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-11-30,,""Food security	Strengthening the security- Climate Nexus in Gedaref, Sudan"",656007,The United Nations Secretary-General's Peacebuilding Fund,Pooled Funds,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Food Security,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-12-07,2022-11-30,Multiyear,,,,273859,133950,2023-03-16,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-11-01,2022,""Collaboration and Cooperation across Displacement-affected Areas - improving conditions for peaceful and inclusive communities and enhanced self-reliance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"--- SIDA"",912247,""Sweden, Government of"",Governments,SWE,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Norwegian Refugee Council,NGOs,Food Security,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2022-12-11,2022-11-01,SIDA,9122470,SEK,10,273988,15054,2023-03-20,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-11-01,2022,""Collaboration and Cooperation across Displacement-affected Areas - improving conditions for peaceful and inclusive communities and enhanced self-reliance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"--- SIDA"",843851,""Sweden, Government of"",Governments,SWE,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Norwegian Refugee Council,NGOs,Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2022-12-11,2022-11-01,SIDA,8438510,SEK,10,273992,15054,2023-03-20,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-09-15,2022,Humanitarian response in WASH and Food Security for people affected by multiple natural hazards and conflicts,0,""Germany, Government of"",Governments,DEU,2022,2022,,,,Arche Nova E.V. - Initiative for People in Need,NGOs,""Food Security,Water Sanitation Hygiene"",""ETH,SDN,SOM"",,,,2022,2025,financial,Parked,Traditional aid,incoming,shared,commitment,2022-12-21,2022-09-15,Multiyear,0,EUR,0.998,265599,F-PF-2-321.50 AFR 07/22,2022-12-22,2024-04-17";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-09-15,2024,Humanitarian response in WASH and Food Security for people affected by multiple natural hazards and conflicts,125251,""Germany, Government of"",Governments,DEU,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Arche Nova E.V. - Initiative for People in Need,NGOs,""Food Security,Other,Water Sanitation Hygiene"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-12-21,2022-09-15,Multiyear,125000,EUR,0.998,265606,F-PF-2-321.50 AFR 07/22,2023-02-11,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-08-25,2022,Improved health condition of people affected by the conflict in Northern Ethiopia including internally displaced persons,0,""Germany, Government of"",Governments,DEU,2022,2022,,,,Humedica,NGOs,,""ETH,SDN"",,,,2022,2025,financial,Parked,Traditional aid,incoming,shared,commitment,2022-12-21,2022-08-25,Multiyear,0,EUR,0.965,265642,F-PF-2-321.50 ETH 02/22,2022-12-22,2024-04-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-08-25,2024,Improved health condition of people affected by the conflict in Northern Ethiopia including internally displaced persons,143420,""Germany, Government of"",Governments,DEU,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Humedica,NGOs,""Health,Nutrition,Protection,Water Sanitation Hygiene"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-12-21,2022-08-25,Multiyear,138400,EUR,0.965,265647,F-PF-2-321.50 ETH 02/22,2023-02-11,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-08-25,2024,Improved health condition of people affected by the conflict in Northern Ethiopia including internally displaced persons,685596,""Germany, Government of"",Governments,DEU,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Humedica,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-12-21,2022-08-25,Multiyear,661600,EUR,0.965,265648,F-PF-2-321.50 ETH 02/22,2023-02-11,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-14,,Reduced communities’ morbidity from communicable diseases as well as lack of access to proper diet and increased communities spending capacity on health and education services,234815,Islamic Relief Worldwide,NGOs,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Islamic Relief Worldwide,NGOs,Multi-sector,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2022-08-14,2022-06-12,,300000,CAD,1.2776,260910,020_004255,2022-10-20,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-08-14,,ORPHANS support	Financial,15383,Islamic Relief Worldwide,NGOs,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Islamic Relief Worldwide,NGOs,Protection - Child Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2022-08-14,2021-12-25,,15000,EUR,0.9751,260919,430_0000001_sd,2022-10-20,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-07-12,2023,""Provision of emergency life-saving GBV response, prevention and mitigation assis"",1314348,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Population Fund,Multilateral Organizations,Protection - Gender-Based Violence,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-07-12,2022-07-12,,1200000,EUR,0.913,293410,ECHO/-AF/BUD/2022/91013,2023-11-15,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-05-18,,Sexual and gender-based violence  (SGBV) prevention and response project in the Horn of Africa (HoA),16430738,""Switzerland, Government of"",Governments,CHE,2022,2022,,,,Swiss Development Cooperation/Swiss Humanitarian Aid,Other,,""DJI,ERI,ETH,KEN,SDN,SOM,SSD,UGA"",,,,2022,2025,financial,Parked,Traditional aid,incoming,shared,paid,2022-06-16,2022-05-18,Multiyear,16250000,CHF,0.989,254212,7F-10875.99,2022-06-22,2024-04-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
